timestamp,x,y,yaw
1758286991.156283,-0.06371235485738393,-0.7965130708256306,-4.202748736926902e-06
1758286991.256358,-0.06371235485738393,-0.7965130708256306,-6.568784648524876e-06
1758286991.356126,-0.06371235485738393,-0.7965130708256306,-8.020071595246456e-06
1758286991.45611,-0.06371235485738393,-0.7965130708256306,-1.1761325947425237e-05
1758286991.5562,-0.06371235485738393,-0.7965130708256306,-8.95802678231351e-06
1758286991.656215,-0.06371235485738393,-0.7965130708256306,-9.258728924955047e-06
1758286991.756446,-0.06371235485738393,-0.7965130708256306,-7.250514010418943e-06
1758286991.856177,-0.06371235485738393,-0.7965130708256306,-5.192058707016912e-06
1758286991.956073,-0.06371235485738393,-0.7965130708256306,-6.177868016346677e-06
1758286992.056107,-0.06371235485738393,-0.7965130708256306,-3.7981537988219678e-06
1758286992.156276,-0.06371235485738393,-0.7965130708256306,-3.226511273465157e-06
1758286992.256554,-0.06371235485738393,-0.7965130708256306,-4.75606037363887e-06
1758286992.356113,-0.06371235485738393,-0.7965130708256306,-3.4192014123619247e-06
1758286992.456072,-0.06371235485738393,-0.7965130708256306,-5.108342873450691e-06
1758286992.556299,-0.06371235485738393,-0.7965130708256306,-5.8855260868878885e-06
1758286992.656255,-0.06371235485738393,-0.7965130708256306,-6.772102979110814e-06
1758286992.756503,-0.06371235485738393,-0.7965130708256306,-8.790275800504417e-06
1758286992.856401,-0.06371235485738393,-0.7965130708256306,-3.807565070538594e-06
1758286992.95614,-0.06371235485738393,-0.7965130708256306,-3.871009450930559e-06
1758286993.056025,-0.06371235485738393,-0.7965130708256305,-3.4636305695346574e-06
1758286993.15626,-0.06371235485738393,-0.7965130708256306,-2.738866903549482e-06
1758286993.256477,-0.06371235485738393,-0.7965130708256306,-2.4013994694559753e-06
1758286993.356106,-0.06371235485738393,-0.7965130708256306,2.092934123589324e-06
1758286993.456074,-0.06371235485738393,-0.7965130708256306,2.095644307136872e-06
1758286993.556245,-0.06371235485738393,-0.7965130708256306,1.3695889568629861e-06
1758286993.656175,-0.06371235485738393,-0.7965130708256306,-2.542056497535101e-06
1758286993.756853,-0.06371235485738393,-0.7965130708256306,-5.103363336277223e-06
1758286993.856107,-0.06371235485738393,-0.7965130708256306,-4.896654948858257e-06
1758286993.956076,-0.06371235485738393,-0.7965130708256306,-5.586617737276685e-06
1758286994.056169,-0.06371235485738393,-0.7965130708256306,-6.0658964552500706e-06
1758286994.156341,-0.06371235485738393,-0.7965130708256306,-7.025171218548961e-06
1758286994.257474,-0.06371235485738393,-0.7965130708256306,-5.624800017558992e-06
1758286994.356085,-0.06371235485738393,-0.7965130708256306,-1.4900031891323014e-06
1758286994.456062,-0.06371235485738393,-0.7965130708256306,-1.755314668561986e-06
1758286994.556379,-0.06371235485738393,-0.7965130708256306,-1.3319234444759406e-06
1758286994.656134,-0.06371235485738393,-0.7965130708256306,-3.914264289900661e-06
1758286994.756366,-0.06371235485738393,-0.7965130708256306,-6.93199072181963e-06
1758286994.856139,-0.06371235485738393,-0.7965130708256306,-6.369860750570155e-06
1758286994.956085,-0.06371235485738393,-0.7965130708256306,-8.390470062942122e-06
1758286995.05619,-0.06371235485738393,-0.7965130708256306,-7.865197552473529e-06
1758286995.156307,-0.06371235485738393,-0.7965130708256306,-1.0270348555876436e-05
1758286995.256356,-0.06371235485738393,-0.7965130708256306,-9.430472153819298e-06
1758286995.356071,-0.06371235485738393,-0.7965130708256306,-6.9402796717782995e-06
1758286995.456082,-0.06371235485738393,-0.7965130708256306,-6.652179921716083e-06
1758286995.556343,-0.06371235485738393,-0.7965130708256306,-3.965868315385819e-06
1758286995.656132,-0.06371235485738393,-0.7965130708256305,-6.060194038555352e-06
1758286995.756331,-0.06371235485738393,-0.7965130708256306,-7.5754153629138765e-06
1758286995.856186,-0.06371235485738393,-0.7965130708256306,-1.2034115750344104e-05
1758286995.956098,-0.06371235485738393,-0.7965130708256306,-1.3449829648335862e-05
1758286996.056198,-0.06371235485738393,-0.7965130708256306,-1.4410278560748552e-05
1758286996.15654,-0.06371235485738393,-0.7965130708256305,-1.5368485312230865e-05
1758286996.256287,-0.06371235485738393,-0.7965130708256306,-1.5222477790723727e-05
1758286996.356125,-0.06371235485738393,-0.7965130708256306,-1.6849102978734556e-05
1758286996.456287,-0.06371235485738393,-0.7965130708256306,-1.6597198018387305e-05
1758286996.556373,-0.06371235485738393,-0.7965130708256306,-1.4856572221584801e-05
1758286996.656156,-0.06371235485738393,-0.7965130708256306,-1.3604635012538543e-05
1758286996.756372,-0.06371235485738393,-0.7965130708256306,-1.2006397538311907e-05
1758286996.856175,-0.06371235485738393,-0.7965130708256306,-1.1336336772504772e-05
1758286996.956067,-0.06371235485738393,-0.7965130708256306,-9.830204636995777e-06
1758286997.056228,-0.06371235485738393,-0.7965130708256306,-9.794565657120644e-06
1758286997.156278,-0.06371235485738393,-0.7965130708256306,-1.0839629510767621e-05
1758286997.256263,-0.06371235485738393,-0.7965130708256306,-1.1681167116647235e-05
1758286997.356094,-0.06371235485738393,-0.7965130708256306,-1.219901729336813e-05
1758286997.4561,-0.06371235485738393,-0.7965130708256306,-1.3272737092928713e-05
1758286997.556288,-0.06371235485738393,-0.7965130708256306,-1.162094113497815e-05
1758286997.65614,-0.06371235485738393,-0.7965130708256306,-9.35542138335991e-06
1758286997.756458,-0.06371235485738393,-0.7965130708256306,-9.151899671245645e-06
1758286997.856162,-0.06371235485738393,-0.7965130708256306,-1.0138670603505425e-05
1758286997.956067,-0.06371235485738393,-0.7965130708256306,-1.0853903179061521e-05
1758286998.055992,-0.06371235485738393,-0.7965130708256306,-1.0643273656393823e-05
1758286998.156268,-0.06371235485738393,-0.7965130708256306,-1.0629134625397059e-05
1758286998.256478,-0.06366204797066398,-0.7965130642128401,0.0001088435751211845
1758286998.356125,-0.06260235981408939,-0.7965130113460854,-0.0002452133325629832
1758286998.456125,-0.058508179149430094,-0.7965089050230751,0.0005516528223249635
1758286998.556277,-0.05063096231681308,-0.7965086852395763,-0.0029231315467041735
1758286998.656131,-0.039230516516239725,-0.7965554994219346,-0.008547164430842828
1758286998.756301,-0.02503531194403235,-0.7967020065607309,-0.015493573936366505
1758286998.856148,-0.009503814338942686,-0.7969619269872352,-0.021441446065683954
1758286998.956088,0.006738362867265271,-0.7973290976599843,-0.02729962581528341
1758286999.056069,0.023898985887195537,-0.7978213912194118,-0.032980063745542534
1758286999.156237,0.041523718205426274,-0.7984087654013001,-0.03484450289524321
1758286999.256267,0.060113997373134095,-0.7990674350096822,-0.03842405871914325
1758286999.356306,0.07973324177067438,-0.7998411638065325,-0.042416660674214304
1758286999.456075,0.09986467844200618,-0.8006914328289324,-0.04082611194823518
1758286999.556314,0.12016930740022154,-0.8015108832277251,-0.03968189320585443
1758286999.656128,0.1405509242428673,-0.8023360626164637,-0.04533127188923484
1758286999.756104,0.16065238720539277,-0.8033110073994368,-0.059370769703501435
1758286999.856108,0.1804099245436288,-0.8045424200697999,-0.07103852990464371
1758286999.956066,0.19986209187394433,-0.8059721329543996,-0.07998844211716118
1758287000.056214,0.21884472530499216,-0.8075329907031532,-0.08741625748611055
1758287000.156329,0.2373260147368818,-0.809179619048753,-0.09162530211420264
1758287000.256407,0.25628734536717696,-0.810903745445103,-0.08717042271933252
1758287000.356316,0.2762075930400354,-0.8126233160924891,-0.08332807260937816
1758287000.456109,0.2966418140301668,-0.814299812896848,-0.07791743487394698
1758287000.556289,0.31687185807689344,-0.8158450576814714,-0.07324427756068654
1758287000.656285,0.33712459327411454,-0.8173097814546674,-0.06909844492995448
1758287000.756363,0.3571191438792471,-0.8186664461846921,-0.0645620404106751
1758287000.856127,0.3770635627480106,-0.819949255845958,-0.06402621779474274
1758287000.956068,0.3317466325297245,-0.7932703064182527,-0.06635473570200387
1758287001.056186,0.3510922862649434,-0.7945983704320516,-0.07613120435091277
1758287001.156399,0.37047900627881836,-0.7961332973544235,-0.08889515052179188
1758287001.256254,0.38995542482992684,-0.7979477656724611,-0.10466237428730486
1758287001.356258,0.4099985818281524,-0.8001421712994039,-0.12197561540414639
1758287001.4561,0.43036826241331827,-0.8027179392012644,-0.13617154579314575
1758287001.556394,0.45070513843137283,-0.8055361593015088,-0.13895526158182572
1758287001.656191,0.4708173820386059,-0.8083349963140805,-0.13538233952773124
1758287001.756278,0.49048669213732854,-0.8109792443904782,-0.12836809804537613
1758287001.856121,0.5099728128747064,-0.8134528097144167,-0.11975924060206426
1758287001.956077,0.5292372359780779,-0.8157231561152742,-0.11082484151149158
1758287002.056151,0.548260141615341,-0.8178143341635399,-0.10655311520191954
1758287002.156295,0.5676164635239871,-0.8198707565589021,-0.1039834337548536
1758287002.256105,0.5277820259789887,-0.8117324313833972,-0.09913139518564511
1758287002.356173,0.5152293962624942,-0.8081391829229906,-0.09375374713715978
1758287002.456071,0.5353796744859862,-0.8100222430690163,-0.0919276712344197
1758287002.55631,0.5562778517459778,-0.8119534531405566,-0.09314369751327616
1758287002.656119,0.5774835826271851,-0.8139485046795496,-0.09589624778633808
1758287002.756286,0.5984247935537003,-0.8159810588535743,-0.09934288629171903
1758287002.856277,0.6191791641702219,-0.8180719552200663,-0.1028132622356944
1758287002.956105,0.6393249358213893,-0.8201385945904378,-0.09996425991214687
1758287003.056054,0.6588185909685073,-0.8220698405920106,-0.09553447028707605
1758287003.156263,0.6780777497337626,-0.8238975554861288,-0.09164146224202425
1758287003.256264,0.6973495828243027,-0.8256517265551304,-0.08800206313570896
1758287003.356199,0.7167603290238153,-0.8273440672801871,-0.08527923265146019
1758287003.456095,0.737018324056913,-0.829073668045553,-0.08651752818154446
1758287003.556293,0.7436343245125234,-0.8317805972972147,-0.08910122861449454
1758287003.656271,0.7213438042870239,-0.8363531346912998,-0.08517002988360947
1758287003.756353,0.7419558513796665,-0.8381097365305937,-0.08451598328409718
1758287003.856157,0.7624812258935578,-0.839831716635439,-0.08199475042904796
1758287003.956125,0.78266399521039,-0.8414671828544475,-0.08000607035471244
1758287004.056034,0.8016907983090256,-0.8429788398033945,-0.07908972849933492
1758287004.156292,0.8204757626314756,-0.8444716500686495,-0.08081739568079364
1758287004.256208,0.8396622666552,-0.8460300463001474,-0.08261512171488619
1758287004.356332,0.858720191396517,-0.8476131407509137,-0.08531196787886801
1758287004.456035,0.8782530919084788,-0.8493061476343928,-0.09154481375812605
1758287004.556296,0.8985108053188509,-0.8511954666326982,-0.09796667341641632
1758287004.656243,0.9188634845504415,-0.8531884077927354,-0.09819174369860827
1758287004.756336,0.9392162328409288,-0.8551780867496016,-0.09485999171857726
1758287004.856121,0.9208821283483171,-0.8569999403115023,-0.08720212793346231
1758287004.956054,0.9307290823090684,-0.8587063460890709,-0.0859932069000599
1758287005.056271,0.9504710997167252,-0.8603743824515081,-0.08127175320413002
1758287005.156344,0.9701979264534122,-0.8619677616543163,-0.08040987785819537
1758287005.256115,0.9895926065683558,-0.8635155868188865,-0.0791842968464755
1758287005.356104,1.0087146059557341,-0.8650305271029664,-0.08090500136996127
1758287005.456173,1.0280527661920396,-0.8666268849961392,-0.08798360903706821
1758287005.556305,1.0480692224131662,-0.8684264048954721,-0.09502943616871172
1758287005.656117,1.068413210256225,-0.8703878587349152,-0.09890421522590796
1758287005.75637,1.0886565136996937,-0.872398567601571,-0.09911114115279784
1758287005.856142,1.1088458465647775,-0.8743858215683035,-0.09652783922952164
1758287005.956071,1.1288021724387893,-0.8762961673416969,-0.09420439477404204
1758287006.056175,1.148475378822641,-0.8781448657073233,-0.09160952413231227
1758287006.156462,1.1365140221980006,-0.8619413818973067,-0.07827121428939976
1758287006.256297,1.112990373619839,-0.8390564626555186,-0.06485574042867948
1758287006.356325,1.1319419982341532,-0.8402617954887721,-0.06037937761143459
1758287006.456085,1.1511947113704406,-0.8413895353025143,-0.05683566651161391
1758287006.556279,1.1713476013117776,-0.8425269641521653,-0.05771343086840267
1758287006.656203,1.1921644906096445,-0.8437392479957861,-0.059368208369870376
1758287006.756233,1.212925464067338,-0.8449566353074822,-0.05731598899566133
1758287006.856119,1.2334263663040037,-0.8461136937905887,-0.057207640741894036
1758287006.956143,1.2536783038572994,-0.8472984677968971,-0.06535908445947777
1758287007.056197,1.2733507909432875,-0.8486318954871599,-0.07520581337755028
1758287007.156395,1.2928726065725953,-0.8501224525497216,-0.07787527001806324
1758287007.256508,1.3120329991825221,-0.8515997426073838,-0.07603770570480702
1758287007.35619,1.330889392779178,-0.8530344616177759,-0.07663483313199514
1758287007.456117,1.3490127275724748,-0.8542225404190456,-0.07462894415240322
1758287007.556267,1.3311079300999464,-0.8424221771264152,-0.06912880227658409
1758287007.656199,1.3518726706604831,-0.843869237460899,-0.07413504492181922
1758287007.756256,1.3723385066150222,-0.8454238966750767,-0.08225514861049563
1758287007.856226,1.3931464155302835,-0.847180167291752,-0.09002374646457721
1758287007.956076,1.4139442965735765,-0.8490942303891413,-0.0970126865962945
1758287008.056228,1.4344000030337287,-0.8510808304329088,-0.09677229450732253
1758287008.156458,1.454418412877436,-0.8530115273617422,-0.09576497755723117
1758287008.256099,1.473419286852508,-0.8548187400262169,-0.09324769206728871
1758287008.356157,1.4918548743983258,-0.8565348474311298,-0.0926104245052329
1758287008.456129,1.5105886130317367,-0.8582572768530518,-0.0901840819987069
1758287008.556076,1.5301381491064028,-0.860007297471001,-0.08850998451980094
1758287008.656146,1.550364031896082,-0.8618066721044145,-0.09037659447965019
1758287008.756342,1.570755967825125,-0.8636206235509716,-0.084886169430801
1758287008.856112,1.5448814734055651,-0.8513170003835048,-0.07645064418556237
1758287008.956052,1.5544249207703507,-0.8494905113272797,-0.06862679995836282
1758287009.056056,1.575271285271326,-0.8508706846757562,-0.059790943404687824
1758287009.156281,1.5954236010664329,-0.8520449130605888,-0.054485566474449285
1758287009.256115,1.615228462041021,-0.8531063869581196,-0.0529203824256084
1758287009.356186,1.634586367493303,-0.8541784340805085,-0.06666366205903967
1758287009.456143,1.6538685594796063,-0.855568258189183,-0.08893217991146894
1758287009.556051,1.673257496449473,-0.8574110962969357,-0.11302459352641482
1758287009.656144,1.6932891038802276,-0.8597940282577834,-0.1344109516350201
1758287009.756345,1.7132971180489491,-0.8625597183378323,-0.14521432740484588
1758287009.856308,1.7329702542749255,-0.8654685088861561,-0.1509608462911465
1758287009.95618,1.7530956695076179,-0.868527044262807,-0.1491144052814718
1758287010.056059,1.7732465414521346,-0.8715172892457834,-0.142717608327992
1758287010.156392,1.783393265310436,-0.8655499552249651,-0.13234011175080562
1758287010.256094,1.7875876094663492,-0.8544619972013073,-0.1234227183315849
1758287010.356144,1.8069915776598244,-0.8568259273553274,-0.1151360563008378
1758287010.456077,1.8263083829758546,-0.8590165791479488,-0.10770155512725187
1758287010.556059,1.8456027976719778,-0.8610823296280328,-0.10560059210708748
1758287010.655976,1.865736764000014,-0.8631989024194565,-0.10372879681329093
1758287010.756346,1.886213517996575,-0.8653015103473525,-0.09922316705524337
1758287010.856195,1.9068112942619146,-0.8673377009597097,-0.09762868850596076
1758287010.956078,1.9273092788917605,-0.8693526195496851,-0.10198547928555705
1758287011.05604,1.9475862767516436,-0.8714821231720897,-0.11491251002841414
1758287011.156204,1.9678329940047283,-0.8738900717976884,-0.1292492141657983
1758287011.256212,1.9876189205481882,-0.8765026660852675,-0.13767488234372943
1758287011.356194,2.006223913488647,-0.879061960727657,-0.13420516962469173
1758287011.456051,2.0249347476126025,-0.8815704958199448,-0.13075553449802618
1758287011.556066,2.0130493027047804,-0.8448558118649157,-0.12072941910089952
1758287011.656178,2.032542731975134,-0.8471864830558111,-0.11536137849056194
1758287011.756365,2.0527473656461552,-0.8495009050551395,-0.11211355245612308
1758287011.856218,2.0730637001711383,-0.8517823159321172,-0.11234572064518011
1758287011.956169,2.0936565330625374,-0.8541099912573994,-0.11392506884116547
1758287012.056086,2.1142045866501133,-0.8564474695809883,-0.11280613094849805
1758287012.156268,2.1345475831064267,-0.8587856002960237,-0.12028807815273222
1758287012.256263,2.1546439269204365,-0.8612355098364526,-0.125132004259093
1758287012.356286,2.174330863465584,-0.8637274241698871,-0.1289870461757575
1758287012.456135,2.1937025470518483,-0.8662222309202136,-0.12723408426696628
1758287012.556061,2.212544493365326,-0.86861996435373,-0.12616400385208942
1758287012.656201,2.231802289250241,-0.8710529029232642,-0.12610337713221828
1758287012.756453,2.251867610147959,-0.87361645072693,-0.13116882383831166
1758287012.8562,2.2522486690970016,-0.8572262634588569,-0.1321474578494016
1758287012.956041,2.2673549259953174,-0.8549402661548879,-0.13559913378182728
1758287013.056055,2.2878213413681867,-0.8577426166565374,-0.1390636082278323
1758287013.156296,2.3084362184775458,-0.8606610427060898,-0.14607801433332504
1758287013.256289,2.3286306869236246,-0.863652129813345,-0.1494648642950628
1758287013.356342,2.3476900453420075,-0.8665271967051426,-0.15146414856898643
1758287013.456115,2.3666645044900023,-0.8694185350149158,-0.15193101374530685
1758287013.556056,2.385767027018221,-0.8723252716920327,-0.15016258604047883
1758287013.656259,2.404772921608809,-0.8751812832725776,-0.1482513953980247
1758287013.756403,2.424052971312203,-0.8780694099383419,-0.15151972617735351
1758287013.856196,2.443837528022851,-0.8811133721831047,-0.15638701973674551
